year,channel_name,recipient_name,usd_disbursement,usd_disbursement_deflated
2022,Donor country-based NGO,Nigeria,0.269656,0.269656
2022,Donor country-based NGO,Ghana,0.241211,0.241211
2022,Donor country-based NGO,Uganda,3.075604,3.075604
2022,Donor country-based NGO,Tanzania,0.347741,0.347741
2022,Private sector in recipient country,Kenya,0.051,0.051
2022,Private sector in provider country,Nigeria,0.075,0.075
2022,Private sector in provider country,Ghana,0.075268,0.075268
2022,Private sector in recipient country,Uganda,0.051382,0.051382
2022,Private sector in recipient country,Zambia,0.080221,0.080221
2022,International NGO,Kenya,0.617511,0.617511
2022,International NGO,Zambia,0.0714,0.0714
2022,International NGO,Ghana,0.0693,0.0693
2022,Developing country-based NGO,Ethiopia,0.140049,0.140049
2022,International NGO,Moldova,0.548211,0.548211
2022,Donor country-based NGO,India,6.801403,6.801403
2022,"University, college or other teaching institution, research institute or think-tank",India,0.506929,0.506929
2022,Developing country-based NGO,India,1.281966,1.281966
2022,Donor Government,Kyrgyzstan,6,6
2022,World Food Programme,Ethiopia,0.8,0.8
2022,International Bank for Reconstruction and Development,"Bilateral, unspecified",4.540452,4.540452
2022,Developing country-based NGO,China (People's Republic of),0.48425,0.48425
2022,"University, college or other teaching institution, research institute or think-tank","South of Sahara, regional",0.035961,0.035961
2022,Networks,"South of Sahara, regional",0.1,0.1
2022,Developing country-based NGO,Botswana,0.070626,0.070626
2022,Developing country-based NGO,"Africa, regional",0.47822,0.47822
2022,Donor country-based NGO,"Bilateral, unspecified",7.050942,7.050942
2022,Donor Government,Uganda,0.475437,0.475437
2022,Donor Government,Somalia,0.0235,0.0235
2022,Other multilateral institutions,"Bilateral, unspecified",0.023174,0.023174
2022,Recipient Government,Lao People's Democratic Republic,4.410913,4.410913
2022,Recipient Government,Mongolia,31.603321,31.603321
2022,Recipient Government,Fiji,67.929187,67.929187
2022,Recipient Government,Kyrgyzstan,35.127549,35.127549
2022,Recipient Government,Pakistan,1112.820015,1112.820015
2022,Recipient Government,Vanuatu,0.040599,0.040599
2022,Recipient Government,Palau,0.294739,0.294739
2022,Recipient Government,Tajikistan,27.255433,27.255433
2022,Recipient Government,Nepal,3.296445,3.296445
2022,Recipient Government,"Oceania, regional",0.369626,0.369626
2022,Recipient Government,"Asia, regional",0.5276,0.5276
2022,Recipient Government,China (People's Republic of),67.833741,67.833741
2022,Recipient Government,"Far East Asia, regional",0.931203,0.931203
2022,Recipient Government,Georgia,14.433065,14.433065
2022,Recipient Government,Philippines,198.469483,198.469483
2022,Recipient Government,India,8.78835,8.78835
2022,Recipient Government,Bangladesh,226.165641,226.165641
2022,Recipient Government,"South Asia, regional",0.327005,0.327005
2022,Recipient Government,"Central Asia, regional",0.090682,0.090682
2022,Recipient Government,Timor-Leste,0.055018,0.055018
2022,Recipient Government,Marshall Islands,0.545901,0.545901
2022,Recipient Government,Maldives,3.481281,3.481281
2022,Recipient Government,Sri Lanka,141.432987,141.432987
2022,Recipient Government,Tonga,5.129462,5.129462
2022,Recipient Government,Uzbekistan,465.604506,465.604506
2022,Recipient Government,Indonesia,176.30611,176.30611
2022,Recipient Government,Viet Nam,56.883727,56.883727
2022,Recipient Government,Armenia,3.474333,3.474333
2022,Recipient Government,Samoa,4.435088,4.435088
2022,Recipient Government,Myanmar,0.153633,0.153633
2022,Recipient Government,Cambodia,49.927046,49.927046
2022,Donor country-based NGO,South Africa,1.356301,1.356301
2022,World Food Programme,"Bilateral, unspecified",0.141971,0.141971
2022,World Food Programme,Sudan,2.090508,2.090508
2022,Other,Afghanistan,33.366638,33.366638
2022,Private Sector Institutions,Burkina Faso,0,0
2022,Donor country-based NGO,Burkina Faso,2.694688,2.694688
2022,Donor country-based NGO,Bangladesh,1.096433,1.096433
2022,Donor country-based NGO,Cambodia,0.954573,0.954573
2022,Donor country-based NGO,Cabo Verde,0.181889,0.181889
2022,Donor country-based NGO,Nepal,1.827239,1.827239
2022,Donor country-based NGO,"Africa, regional",2.770572,2.770572
2022,Donor country-based NGO,"Asia, regional",7.344049,7.344049
2022,Donor country-based NGO,Madagascar,0.326651,0.326651
2022,Donor country-based NGO,Benin,0.194691,0.194691
2022,Donor country-based NGO,Mali,0.240609,0.240609
2022,Donor country-based NGO,Côte d'Ivoire,0.551666,0.551666
2022,Donor country-based NGO,Togo,0.031227,0.031227
2022,Donor country-based NGO,Senegal,1.148982,1.148982
2022,Donor country-based NGO,Bolivia,0.285199,0.285199
2022,International Labour Organisation - Regular Budget Supplementary Account,"Far East Asia, regional",0.749062,0.749062
2022,Private Sector Institutions,Madagascar,0,0
2022,Non-Governmental Organisation (NGO) and Civil Society,North Macedonia,0.05415,0.05415
2022,Non-Governmental Organisation (NGO) and Civil Society,Albania,0.026924,0.026924
2022,Local Government,Albania,0.10958,0.10958
2022,Non-Governmental Organisation (NGO) and Civil Society,Montenegro,0.036793,0.036793
2022,Non-Governmental Organisation (NGO) and Civil Society,Georgia,0.018607,0.018607
2022,Donor country-based NGO,Bosnia and Herzegovina,0.638382,0.638382
2022,Donor country-based NGO,Lebanon,1.682664,1.682664
2022,Donor country-based NGO,Serbia,0.509593,0.509593
2022,Donor country-based NGO,Albania,0.608056,0.608056
2022,Developing country-based NGO,Bosnia and Herzegovina,0.49544,0.49544
2022,Developing country-based NGO,Belarus,0.124234,0.124234
2022,Developing country-based NGO,Ukraine,2.261862,2.261862
2022,Central Government,Albania,3.067665,3.067665
2022,Central Government,Georgia,0.123868,0.123868
2022,Central Government,Moldova,0.135346,0.135346
2022,Central Government,Azerbaijan,0.942168,0.942168
2022,Donor country-based NGO,Georgia,1.145041,1.145041
2022,International NGO,Burkina Faso,0.341781,0.341781
2022,Donor country-based NGO,Armenia,0.584244,0.584244
2022,Donor country-based NGO,"Europe, regional",0.353762,0.353762
2022,Donor country-based NGO,Jordan,2.833938,2.833938
2022,International NGO,Georgia,1.247271,1.247271
2022,International Bank for Reconstruction and Development,Ukraine,10.516353,10.516353
2022,Donor country-based NGO,Myanmar,1.056154,1.056154
2022,Donor country-based NGO,Ukraine,0.705299,0.705299
2022,Donor country-based NGO,Moldova,3.43371,3.43371
2022,Donor Government,"Bilateral, unspecified",0.704596,0.704596
2022,Private sector in provider country,"Europe, regional",0.158481,0.158481
2022,Donor country-based NGO,West Bank and Gaza Strip,4.252439,4.252439
2022,Other,Moldova,2.8e-05,2.8e-05
2022,"University, college or other teaching institution, research institute or think-tank",Moldova,0.004995,0.004995
2022,Developing country-based NGO,North Macedonia,0.309591,0.309591
2022,Recipient Government,North Macedonia,13.359871,13.359871
2022,Donor country-based NGO,North Macedonia,0.854923,0.854923
2022,Donor country-based NGO,Democratic Republic of the Congo,1.169489,1.169489
2022,Donor country-based NGO,Syrian Arab Republic,8.315114,8.315114
2022,Donor country-based NGO,Kazakhstan,0,0
2022,Donor country-based NGO,Belarus,0.066658,0.066658
2022,Donor country-based NGO,Sierra Leone,0.352918,0.352918
2022,Developing country-based NGO,Thailand,0.133295,0.133295
2022,Developing country-based NGO,Tanzania,0.863648,0.863648
2022,Donor country-based NGO,South Sudan,1.721323,1.721323
2022,Donor country-based NGO,Guatemala,0.217361,0.217361
2022,Donor country-based NGO,Rwanda,2.762228,2.762228
2022,Donor country-based NGO,Egypt,0.50568,0.50568
2022,Developing country-based NGO,Armenia,0.215077,0.215077
2022,Donor country-based NGO,Kosovo,0.54138,0.54138
2022,Donor country-based NGO,Malawi,3.145718,3.145718
2022,Donor country-based NGO,Mozambique,0.329331,0.329331
2022,Donor country-based NGO,Ethiopia,3.085733,3.085733
2022,International NGO,Mozambique,0.220843,0.220843
2022,Donor country-based NGO,"Eastern Africa, regional",0.085146,0.085146
2022,Private sector in recipient country,Honduras,0,0
2022,United Nations Children's Fund,Ethiopia,7.164593,7.164593
2022,United Nations Development Programme,India,0,0
2022,Other public entities in recipient country,Tanzania,14.877902,14.877902
2022,United Nations Children's Fund,Mozambique,12.183933,12.183933
2022,Networks,"Bilateral, unspecified",0.605388,0.605388
2022,United Nations Children's Fund,Zambia,3.563642,3.563642
2022,"University, college or other teaching institution, research institute or think-tank",Sudan,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Kenya,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Zimbabwe,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Mozambique,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Rwanda,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Zambia,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Cambodia,0.068119,0.068119
2022,"University, college or other teaching institution, research institute or think-tank",Tanzania,0.070629,0.070629
2022,"University, college or other teaching institution, research institute or think-tank",Ethiopia,0.079612,0.079612
2022,Central Government,"Bilateral, unspecified",0.811351,0.811351
2022,Central Government,Ethiopia,29.469827,29.469827
2022,Central Government,Uganda,0.111063,0.111063
2022,Central Government,Kenya,0.051971,0.051971
2022,Central Government,Cambodia,0.150956,0.150956
2022,Central Government,Zambia,0.022894,0.022894
2022,Central Government,Rwanda,15.214161,15.214161
2022,Central Government,Mozambique,14.985609,14.985609
2022,Central Government,Zimbabwe,0.022894,0.022894
2022,Central Government,Sudan,0.914399,0.914399
2022,Central Government,Tanzania,0.022894,0.022894
2022,World Food Programme,Uganda,4.64992,4.64992
2022,International NGO,Somalia,0.633181,0.633181
2022,International Bank for Reconstruction and Development,Liberia,0,0
2022,International NGO,"Middle East, regional",0.244408,0.244408
2022,International NGO,"Caribbean & Central America, regional",0.045826,0.045826
2022,International NGO,"Asia, regional",0.652656,0.652656
2022,International NGO,"South of Sahara, regional",0.534642,0.534642
2022,Other,Ukraine,6.937805,6.937805
2022,United Nations Children's Fund,Guinea-Bissau,0.202344,0.202344
2022,OECD Development Centre,"Bilateral, unspecified",0.148402,0.148402
2022,"United Nations (UN) agency, fund or commission",Iraq,0.10104,0.10104
2022,United Nations Children's Fund,Kenya,1.841475,1.841475
2022,International NGO,Syrian Arab Republic,6.174373,6.174373
2022,United Nations Children's Fund,Georgia,1.167345,1.167345
2022,United Nations Children's Fund,Uganda,2.874336,2.874336
2022,United Nations Children's Fund,Tanzania,2.895803,2.895803
2022,United Nations Children's Fund,Burkina Faso,5.195789,5.195789
2022,International Bank for Reconstruction and Development,Somalia,0.680669,0.680669
2022,Developing country-based NGO,Moldova,1.68954,1.68954
2022,United Nations Children's Fund,Bolivia,0.037037,0.037037
2022,United Nations Children's Fund,Democratic Republic of the Congo,2.248654,2.248654
2022,United Nations Development Programme,West Bank and Gaza Strip,7.229123,7.229123
2022,International Labour Organisation - Regular Budget Supplementary Account,"Bilateral, unspecified",5.935685,5.935685
2022,United Nations Children's Fund,Yemen,3.434871,3.434871
2022,United Nations Development Programme,Albania,0.378423,0.378423
2022,International Bank for Reconstruction and Development,Zambia,9.788018,9.788018
2022,United Nations Children's Fund,Colombia,0.322256,0.322256
2022,International Bank for Reconstruction and Development,"Caribbean & Central America, regional",0.054768,0.054768
2022,International Bank for Reconstruction and Development,"America, regional",0.350535,0.350535
2022,International Bank for Reconstruction and Development,Türkiye,0,0
2022,United Nations Children's Fund,Liberia,0.768074,0.768074
2022,World Food Programme,Kenya,0.296803,0.296803
2022,Donor country-based NGO,Türkiye,0.049434,0.049434
2022,United Nations Development Programme,"Bilateral, unspecified",0.592922,0.592922
2022,United Nations Development Programme,"Middle East, regional",0.525818,0.525818
2022,"",Malaysia,0,0
2022,Donor Government,Ukraine,0.026674,0.026674
2022,Donor country-based NGO,Somalia,3.228094,3.228094
2022,Donor country-based NGO,Philippines,1.077328,1.077328
2022,Donor country-based NGO,Zambia,1.273407,1.273407
2022,Food and Agricultural Organisation,Côte d'Ivoire,0,0
2022,Donor Government,Ethiopia,0.015944,0.015944
2022,Donor country-based NGO,"Western Africa, regional",3.530142,3.530142
2022,United Nations Children's Fund,Lebanon,4.9921,4.9921
2022,"",Kenya,0.0044,0.0044
2022,"",Kazakhstan,0.00482,0.00482
2022,United Nations Children's Fund,Syrian Arab Republic,0.766889,0.766889
2022,United Nations Children's Fund,"Bilateral, unspecified",20.615299,20.615299
2022,Other,Armenia,0.005258,0.005258
2022,International Organisation for Migration,Iraq,2.202124,2.202124
2022,Central Government,Suriname,5.001793,5.001793
2022,United Nations Office of the High Commissioner for Refugees,Jordan,14.908079,14.908079
2022,Other public entities in recipient country,Bosnia and Herzegovina,0.00348,0.00348
2022,Other public entities in recipient country,Serbia,0.00692,0.00692
2022,Private sector in recipient country,Jordan,1.464507,1.464507
2022,Private sector in recipient country,Georgia,20.099069,20.099069
2022,Private sector in recipient country,Egypt,7.306978,7.306978
2022,Private sector in recipient country,Tajikistan,0,0
2022,Private sector in recipient country,Montenegro,0,0
2022,Private sector in recipient country,Albania,0,0
2022,World Food Programme,Tunisia,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Argentina,0,0
2022,United Nations Development Programme,Argentina,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Sao Tome and Principe,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Fiji,0,0
2022,Food and Agricultural Organisation,West Bank and Gaza Strip,2.119992,2.119992
2022,Food and Agricultural Organisation,Panama,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Panama,0,0
2022,United Nations Entity for Gender Equality and the Empowerment of Women,Kazakhstan,0,0
2022,United Nations Population Fund,Dominican Republic,0.178677,0.178677
2022,United Nations Development Programme,Dominican Republic,0.086978,0.086978
2022,Food and Agricultural Organisation,Costa Rica,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Ecuador,0.111159,0.111159
2022,International Labour Organisation - Regular Budget Supplementary Account,Lao People's Democratic Republic,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Madagascar,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Somalia,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Tanzania,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Thailand,0.026874,0.026874
2022,International Labour Organisation - Regular Budget Supplementary Account,Uzbekistan,0.172696,0.172696
2022,United Nations Development Programme,Uzbekistan,0.159697,0.159697
2022,International Labour Organisation - Regular Budget Supplementary Account,Bangladesh,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Mexico,0,0
2022,"United Nations Educational, Scientific and Cultural Organisation",Brazil,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Gabon,0,0
2022,United Nations Development Programme,Indonesia,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Kenya,0,0
2022,International Labour Organisation - Regular Budget Supplementary Account,Nigeria,0,0
2022,United Nations Children's Fund,Albania,0.235,0.235
2022,International Labour Organisation - Regular Budget Supplementary Account,Belize,0.148282,0.148282
2022,United Nations Children's Fund,Belize,0.189401,0.189401
2022,World Food Programme,Belize,0.078517,0.078517
2022,International Labour Organisation - Regular Budget Supplementary Account,Dominican Republic,0.079569,0.079569
2022,United Nations Entity for Gender Equality and the Empowerment of Women,Dominican Republic,0.053161,0.053161
2022,United Nations Population Fund,Guinea-Bissau,0.050146,0.050146
2022,World Food Programme,Guinea-Bissau,0.27571,0.27571
2022,United Nations Children's Fund,Jamaica,0.227258,0.227258
2022,United Nations Entity for Gender Equality and the Empowerment of Women,Jamaica,0.0749,0.0749
2022,World Food Programme,Jamaica,0.115025,0.115025
2022,Food and Agricultural Organisation,Haiti,0.15,0.15
2022,International Labour Organisation - Regular Budget Supplementary Account,Haiti,0.164034,0.164034
2022,United Nations Development Programme,Haiti,0.695823,0.695823
2022,Food and Agricultural Organisation,Suriname,0.072225,0.072225
2022,United Nations Population Fund,Suriname,0.06955,0.06955
2022,United Nations Children's Fund,Suriname,0.061525,0.061525
2022,United Nations Entity for Gender Equality and the Empowerment of Women,Suriname,0.0535,0.0535
2022,United Nations Development Programme,Suriname,0.247166,0.247166
2022,Food and Agricultural Organisation,Zimbabwe,0.063933,0.063933
2022,International Organisation for Migration,Zimbabwe,0.085,0.085
2022,World Food Programme,Zimbabwe,0.101067,0.101067
2022,Food and Agricultural Organisation,Kyrgyzstan,0.049996,0.049996
2022,United Nations Children's Fund,Kyrgyzstan,0.219,0.219
2022,World Food Programme,Kyrgyzstan,0.05,0.05
2022,United Nations Development Programme,Kyrgyzstan,0.1,0.1
2022,United Nations Children's Fund,Malawi,1.754726,1.754726
2022,World Food Programme,Malawi,0.075,0.075
2022,Food and Agricultural Organisation,Morocco,0.1,0.1
2022,United Nations Children's Fund,Morocco,0.317,0.317
2022,United Nations Industrial Development Organisation,Morocco,0.09,0.09
2022,Food and Agricultural Organisation,Mongolia,0.0749,0.0749
2022,United Nations Population Fund,Mongolia,0.025145,0.025145
2022,United Nations Children's Fund,Mongolia,0.1559,0.1559
2022,United Nations Development Programme,Mongolia,0.0749,0.0749
2022,United Nations Development Programme,Democratic Republic of the Congo,0.25,0.25
2022,Food and Agricultural Organisation,Guyana,0.125,0.125
2022,World Food Programme,Guyana,0.125,0.125
2022,United Nations Population Fund,Serbia,0.09485,0.09485
2022,United Nations Children's Fund,Serbia,0.19915,0.19915
2022,United Nations Children's Fund,Turkmenistan,0.314,0.314
2022,United Nations Development Programme,Turkmenistan,0.07,0.07
2022,Developing country-based NGO,South Africa,2.268042,2.268042
2022,"University, college or other teaching institution, research institute or think-tank",South Africa,0.331516,0.331516
2022,Developing country-based NGO,Kyrgyzstan,0.258587,0.258587
2022,Developing country-based NGO,Zimbabwe,1.065603,1.065603
2022,Other,South Africa,0.139622,0.139622
2022,Other,Cambodia,0.1111,0.1111
2022,Other,India,1.38706,1.38706
2022,Donor country-based NGO,Morocco,0.360593,0.360593
2022,Developing country-based NGO,Tunisia,0.22802,0.22802
2022,Donor country-based NGO,Tunisia,0.414338,0.414338
2022,International NGO,Lebanon,0.083333,0.083333
2022,International NGO,Jordan,0.203083,0.203083
2022,International NGO,Tunisia,0.083333,0.083333
2022,"University, college or other teaching institution, research institute or think-tank",Jordan,0.115,0.115
2022,"University, college or other teaching institution, research institute or think-tank",Tunisia,0.115,0.115
2022,"University, college or other teaching institution, research institute or think-tank",China (People's Republic of),0.358493,0.358493
2022,Developing country-based NGO,"Asia, regional",0.079515,0.079515
2022,Developing country-based NGO,"America, regional",0.079515,0.079515
2022,"University, college or other teaching institution, research institute or think-tank","Western Africa, regional",0.075,0.075
2022,"University, college or other teaching institution, research institute or think-tank","Southern Africa, regional",0.075,0.075
2022,"University, college or other teaching institution, research institute or think-tank","Middle Africa, regional",0.075,0.075
2022,"University, college or other teaching institution, research institute or think-tank","Eastern Africa, regional",0.075,0.075
2022,Developing country-based NGO,"South Asia, regional",0.057548,0.057548
2022,Developing country-based NGO,"Eastern Africa, regional",0.030879,0.030879
2022,Donor country-based NGO,Sudan,0.356226,0.356226
2022,Donor country-based NGO,Liberia,0.075148,0.075148
2022,Donor country-based NGO,Zimbabwe,1.284395,1.284395
2022,Recipient Government,Tanzania,60.017085,60.017085
2022,"United Nations Educational, Scientific and Cultural Organisation",Mozambique,0.208054,0.208054
2022,United Nations Children's Fund,Libya,0.340081,0.340081
2022,Developing country-based NGO,Tajikistan,0.811996,0.811996
2022,Developing country-based NGO,Yemen,1.71558,1.71558
2022,International Organisation for Migration,Yemen,4,4
2022,Central Government,Yemen,0.7,0.7
2022,Central Government,Egypt,1.401325,1.401325
2022,Recipient Government,Togo,14.915802,14.915802
2022,Recipient Government,Mozambique,64.866214,64.866214
2022,Recipient Government,Cameroon,46.584552,46.584552
2022,Recipient Government,Benin,13.374026,13.374026
2022,Recipient Government,Côte d'Ivoire,78.886698,78.886698
2022,Recipient Government,Ethiopia,253.621554,253.621554
2022,Recipient Government,Kenya,43.570227,43.570227
2022,Recipient Government,Rwanda,70.787508,70.787508
2022,Recipient Government,Zambia,71.920017,71.920017
2022,Recipient Government,Burundi,13.284875,13.284875
2022,Recipient Government,South Sudan,3.270143,3.270143
2022,Recipient Government,"Africa, regional",0.120161,0.120161
2022,Recipient Government,Tunisia,166.680305,166.680305
2022,United Nations Children's Fund,Timor-Leste,0.036,0.036
2022,United Nations Children's Fund,Viet Nam,0.435,0.435
2022,United Nations Children's Fund,Paraguay,0.088,0.088
2022,United Nations Children's Fund,Comoros,0.07,0.07
2022,United Nations Children's Fund,West Bank and Gaza Strip,0.604,0.604
2022,United Nations Children's Fund,Egypt,0.332,0.332
2022,United Nations Children's Fund,Mali,1.018,1.018
2022,United Nations Children's Fund,Bangladesh,1.483,1.483
2022,United Nations Children's Fund,China (People's Republic of),0.557,0.557
2022,United Nations Children's Fund,Sierra Leone,0.492,0.492
2022,United Nations Children's Fund,Montenegro,0.531915,0.531915
2022,United Nations Children's Fund,India,4.252,4.252
2022,United Nations Children's Fund,Lao People's Democratic Republic,0.298,0.298
2022,United Nations Children's Fund,Bosnia and Herzegovina,0.089,0.089
2022,United Nations Children's Fund,Belarus,0.113,0.113
2022,United Nations Children's Fund,Tunisia,0.13,0.13
2022,United Nations Children's Fund,Uzbekistan,0.539,0.539
2022,United Nations Children's Fund,Eritrea,0.03,0.03
2022,United Nations Children's Fund,Maldives,0.095,0.095
2022,United Nations Children's Fund,Armenia,0.137,0.137
2022,United Nations Children's Fund,El Salvador,0.516,0.516
2022,United Nations Children's Fund,Angola,0.56,0.56
2022,United Nations Children's Fund,Cabo Verde,0.167,0.167
2022,United Nations Children's Fund,Zimbabwe,0.33,0.33
2022,United Nations Children's Fund,Guinea,0.154,0.154
2022,United Nations Children's Fund,Cambodia,0.537,0.537
2022,United Nations Children's Fund,Azerbaijan,0.148,0.148
2022,United Nations Children's Fund,Rwanda,0.731,0.731
2022,United Nations Children's Fund,Iran,0.142,0.142
2022,United Nations Children's Fund,Cuba,0.085,0.085
2022,United Nations Children's Fund,Nepal,0.451,0.451
2022,United Nations Children's Fund,Türkiye,0.233,0.233
2022,United Nations Children's Fund,Haiti,0.247,0.247
2022,United Nations Children's Fund,Iraq,11.339379,11.339379
2022,United Nations Children's Fund,Malaysia,0.146,0.146
2022,United Nations Children's Fund,Jordan,0.02,0.02
2022,United Nations Children's Fund,Cameroon,0.167,0.167
2022,United Nations Children's Fund,Ukraine,1.205636,1.205636
2022,United Nations Children's Fund,Fiji,0.934,0.934
2022,United Nations Children's Fund,Burundi,0.644,0.644
2022,United Nations Children's Fund,Côte d'Ivoire,0.257,0.257
2022,United Nations Children's Fund,Myanmar,0.724,0.724
2022,United Nations Children's Fund,Philippines,0.165,0.165
2022,United Nations Children's Fund,Chad,0.173,0.173
2022,United Nations Children's Fund,Sao Tome and Principe,0.1,0.1
2022,United Nations Children's Fund,Indonesia,0.344,0.344
2022,United Nations Children's Fund,Ghana,0.739,0.739
2022,United Nations Children's Fund,Guyana,0.285,0.285
2022,United Nations Children's Fund,"Europe, regional",0.186,0.186
2022,United Nations Children's Fund,Thailand,0.217,0.217
2022,United Nations Children's Fund,Bhutan,0.115,0.115
2022,United Nations Children's Fund,Kazakhstan,0.085,0.085
2022,United Nations Children's Fund,Madagascar,0.89,0.89
2022,United Nations Children's Fund,Benin,0.112,0.112
2022,United Nations Children's Fund,"Middle East, regional",0.3,0.3
2022,United Nations Children's Fund,Pakistan,0.77,0.77
2022,United Nations Children's Fund,Algeria,0.173,0.173
2022,United Nations Children's Fund,Mexico,0.05,0.05
2022,United Nations Children's Fund,North Macedonia,0.111,0.111
2022,United Nations Children's Fund,"South America, regional",0.083,0.083
2022,United Nations Children's Fund,Senegal,1.341269,1.341269
2022,United Nations Children's Fund,Gambia,0.183,0.183
2022,United Nations Children's Fund,Botswana,0.189,0.189
2022,United Nations Children's Fund,Peru,0.063,0.063
2022,United Nations Children's Fund,Lesotho,1.231799,1.231799
2022,United Nations Children's Fund,Sudan,0.731,0.731
2022,United Nations Children's Fund,South Africa,0.028,0.028
2022,United Nations Children's Fund,Togo,0.144,0.144
2022,United Nations Children's Fund,Honduras,0.023,0.023
2022,United Nations Children's Fund,Argentina,0.157,0.157
2022,United Nations Children's Fund,Somalia,1.254278,1.254278
2022,United Nations Children's Fund,Kosovo,0.550856,0.550856
2022,United Nations Children's Fund,Congo,0.033,0.033
2022,United Nations Children's Fund,Eswatini,0.123205,0.123205
2022,United Nations Children's Fund,"South Asia, regional",0.453,0.453
2022,United Nations Children's Fund,Tajikistan,0.022,0.022
2022,United Nations Children's Fund,"Far East Asia, regional",0.489,0.489
2022,United Nations Children's Fund,"South of Sahara, regional",0.077,0.077
2022,United Nations Children's Fund,Equatorial Guinea,0.026,0.026
2022,United Nations Children's Fund,Gabon,0.087,0.087
2022,United Nations Children's Fund,Mauritania,0.094,0.094
2022,United Nations Children's Fund,Central African Republic,0.412,0.412
2022,United Nations Children's Fund,Moldova,1.038984,1.038984
2022,United Nations Children's Fund,Guatemala,0.156,0.156
2022,United Nations Children's Fund,Niger,0.228,0.228
2022,United Nations Children's Fund,Dominican Republic,0.211,0.211
2022,United Nations Children's Fund,Djibouti,0.534301,0.534301
2022,United Nations Children's Fund,Panama,0.135,0.135
2022,United Nations Children's Fund,Sri Lanka,0.157,0.157
2022,United Nations Children's Fund,Namibia,0.354,0.354
2022,United Nations Children's Fund,Nigeria,2.338,2.338
2022,United Nations Children's Fund,Costa Rica,0.081,0.081
2022,United Nations Children's Fund,Ecuador,0.078,0.078
2022,United Nations Children's Fund,Papua New Guinea,0.057,0.057
2022,United Nations Children's Fund,Brazil,0.499,0.499
2022,United Nations Children's Fund,South Sudan,0.24,0.24
2022,United Nations Office of the High Commissioner for Refugees,"Bilateral, unspecified",0.572505,0.572505
2022,International Labour Organisation - Assessed Contributions,Ethiopia,0.044829,0.044829
2022,International Labour Organisation - Assessed Contributions,Namibia,0.091599,0.091599
2022,Central Government,Papua New Guinea,0.007574,0.007574
2022,Central Government,Tajikistan,0.001783,0.001783
2022,Central Government,Mongolia,0.315166,0.315166
2022,Developing country-based NGO,Bolivia,0.246024,0.246024
2022,Recipient Government,Dominican Republic,9.325106,9.325106
2022,Recipient Government,Ecuador,128.755376,128.755376
2022,Recipient Government,Panama,30.749872,30.749872
2022,Recipient Government,Guatemala,7.202319,7.202319
2022,Recipient Government,Argentina,159.458672,159.458672
2022,Recipient Government,Colombia,166.109612,166.109612
2022,Recipient Government,Bosnia and Herzegovina,0.587212,0.587212
2022,Recipient Government,Morocco,163.545437,163.545437
2022,Recipient Government,Brazil,868.308384,868.308384
2022,Recipient Government,Jordan,161.045685,161.045685
2022,Recipient Government,Honduras,0.127841,0.127841
2022,Recipient Government,Ukraine,196.19595,196.19595
2022,Recipient Government,Egypt,106.593993,106.593993
2022,Recipient Government,Albania,8.429053,8.429053
2022,Recipient Government,Türkiye,0.173767,0.173767
2022,Recipient Government,Paraguay,0.291555,0.291555
2022,Recipient Government,Serbia,1.22689,1.22689
2022,Recipient Government,Lebanon,142.870091,142.870091
2022,Recipient Government,Jamaica,0.029929,0.029929
2022,Recipient Government,El Salvador,0.059809,0.059809
2022,Recipient Government,Mauritius,0.01428,0.01428
2022,Recipient Government,Angola,17.33502,17.33502
2022,Recipient Government,Ghana,63.378684,63.378684
2022,Recipient Government,Grenada,1.5,1.5
2022,Recipient Government,Saint Lucia,1.786712,1.786712
2022,Recipient Government,Iraq,3.223711,3.223711
2022,Recipient Government,Eswatini,4.505969,4.505969
2022,Recipient Government,Azerbaijan,0.009517,0.009517
2022,Recipient Government,Mexico,1.660527,1.660527
2022,Recipient Government,Peru,1.840222,1.840222
2022,Recipient Government,Congo,24.23563,24.23563
2022,Recipient Government,Costa Rica,33.062676,33.062676
2022,Recipient Government,South Africa,277.763802,277.763802
2022,Recipient Government,Moldova,78.206378,78.206378
2022,Recipient Government,Yemen,222.996286,222.996286
2022,Recipient Government,Senegal,87.957245,87.957245
2022,Recipient Government,Madagascar,56.290702,56.290702
